Date,HGHT(m),TEMP(C)
 2016-11-10,     18410,     -58.1
 2016-11-11,       595,      11.6
 2016-11-11,       796,       8.8
 2016-11-11,      1004,         7
 2016-11-11,      1480,       4.3
 2016-11-11,      1490,       4.2
 2016-11-11,      1528,       3.8
 2016-11-11,      2120,      -1.5
 2016-11-11,      2315,      -2.5
 2016-11-11,      2641,      -4.6
 2016-11-11,      2727,      -5.1
 2016-11-11,      3034,      -7.1
 2016-11-11,      3101,      -7.6
 2016-11-11,      3397,      -9.7
 2016-11-11,      3696,     -11.7
 2016-11-11,      4082,     -14.3
 2016-11-11,      5058,     -20.9
 2016-11-11,      5141,     -20.5
 2016-11-11,      5169,     -20.5
 2016-11-11,      5570,     -22.5
 2016-11-11,      5599,     -22.6
 2016-11-11,      6243,     -25.1
 2016-11-11,      7162,     -32.4
 2016-11-11,      7180,     -32.5
 2016-11-11,      7540,     -35.3
 2016-11-11,      8389,     -41.3
 2016-11-11,      9150,     -47.7
 2016-11-11,      9283,     -48.7
 2016-11-11,     10279,     -54.9
 2016-11-11,     10330,     -54.9
 2016-11-11,     10355,       -55
 2016-11-11,     11464,     -60.3
 2016-11-11,     11709,     -59.8
 2016-11-11,     11740,     -59.7
 2016-11-11,     12724,     -56.8
 2016-11-11,     13220,     -55.3
 2016-11-11,     13550,     -55.1
 2016-11-11,     13678,     -55.3
 2016-11-11,     14034,     -55.8
 2016-11-11,     14864,     -56.9
 2016-11-11,     14916,     -56.7
 2016-11-11,     15076,       -56
 2016-11-11,     15352,     -54.8
 2016-11-11,     15466,     -54.3
 2016-11-11,     15582,     -54.9
 2016-11-11,     16130,     -57.5
 2016-11-11,     17069,       -60
 2016-11-11,     17381,     -60.9
 2016-11-11,     17678,       -61
 2016-11-11,     18370,     -61.3
 2016-11-11,     18898,     -60.6
 2016-11-11,     19202,     -60.3
 2016-11-11,     20422,     -58.8
 2016-11-11,     20480,     -58.7
 2016-11-11,     21187,     -61.3
 2016-11-11,     21336,     -60.9
 2016-11-11,     21641,     -60.1
 2016-11-11,     22860,       -57
 2016-11-11,     23165,     -56.2
 2016-11-11,     23660,     -54.9
 2016-11-12,       595,        11
 2016-11-12,       755,       8.6
 2016-11-12,       972,       6.6
 2016-11-12,      1073,       5.6
 2016-11-12,      1232,       8.4
 2016-11-12,      1355,       7.9
 2016-11-12,      1442,       7.6
 2016-11-12,      1452,       7.6
 2016-11-12,      1644,         6
 2016-11-12,      2053,       2.7
 2016-11-12,      2615,      -1.9
 2016-11-12,      2804,      -3.5
 2016-11-12,      2948,      -4.3
 2016-11-12,      3015,      -4.7
 2016-11-12,      3117,      -5.3
 2016-11-12,      3255,      -4.9
 2016-11-12,      3290,      -4.3
 2016-11-12,      3395,      -4.8
 2016-11-12,      3683,      -6.1
 2016-11-12,      4337,     -11.3
 2016-11-12,      5250,     -17.1
 2016-11-12,      5600,     -20.1
 2016-11-12,      5840,       -22
 2016-11-12,      5932,     -22.7
 2016-11-12,      6814,     -29.9
 2016-11-12,      7210,     -32.7
 2016-11-12,      7370,     -33.9
 2016-11-12,      7849,     -37.9
 2016-11-12,      7887,     -38.1
 2016-11-12,      9083,     -48.5
 2016-11-12,      9170,     -49.3
 2016-11-12,      9235,     -49.9
 2016-11-12,      9301,     -49.9
 2016-11-12,      9346,     -50.1
 2016-11-12,      9458,     -50.9
 2016-11-12,      9526,     -51.3
 2016-11-12,      9594,     -51.5
 2016-11-12,     10215,     -55.9
 2016-11-12,     10340,     -56.7
 2016-11-12,     10895,       -59
 2016-11-12,     11006,     -59.5
 2016-11-12,     11382,     -57.8
 2016-11-12,     11442,     -57.5
 2016-11-12,     11656,       -59
 2016-11-12,     11750,     -59.7
 2016-11-12,     11876,     -60.5
 2016-11-12,     12376,     -56.9
 2016-11-12,     12481,     -56.1
 2016-11-12,     13075,     -59.1
 2016-11-12,     13560,     -56.1
 2016-11-12,     13776,     -55.6
 2016-11-12,     14044,     -55.1
 2016-11-12,     14667,     -56.4
 2016-11-12,     15029,     -57.1
 2016-11-12,     15137,     -57.3
 2016-11-12,     15191,     -54.3
 2016-11-12,     15527,     -56.1
 2016-11-12,     15821,     -57.7
 2016-11-12,     16130,     -59.3
 2016-11-12,     16459,     -60.5
 2016-11-12,     16997,     -62.5
 2016-11-12,     17069,     -62.2
 2016-11-12,     17374,     -60.8
 2016-11-12,     17678,     -59.5
 2016-11-12,     18360,     -56.5
 2016-11-12,     18593,     -57.4
 2016-11-12,     19202,     -59.8
 2016-11-12,     19507,     -60.9
 2016-11-12,     19812,     -62.1
 2016-11-12,     20170,     -63.5
 2016-11-12,     20422,     -61.2
 2016-11-12,     20460,     -60.9
 2016-11-12,     21031,     -59.8
 2016-11-12,     21641,     -58.7
 2016-11-12,     22250,     -57.5
 2016-11-12,     23470,     -55.2
 2016-11-12,     23650,     -54.9
 2016-11-13,       595,         6
 2016-11-13,       603,       5.9
 2016-11-13,       694,       4.7
 2016-11-13,       802,       3.2
 2016-11-13,      1022,       1.1
 2016-11-13,      1480,      -3.3
 2016-11-13,      1499,      -3.5
 2016-11-13,      1744,      -5.9
 2016-11-13,      2064,      -7.8
 2016-11-13,      2074,      -7.9
 2016-11-13,      2305,      -5.7
 2016-11-13,      2336,      -5.8
 2016-11-13,      2997,      -9.1
 2016-11-13,      3392,     -11.9
 2016-11-13,      3508,     -12.1
 2016-11-13,      3602,     -11.9
 2016-11-13,      4157,      -8.9
 2016-11-13,      4298,      -9.8
 2016-11-13,      5570,     -18.1
 2016-11-13,      5950,     -20.7
 2016-11-13,      7067,     -30.5
 2016-11-13,      7190,     -31.5
 2016-11-13,      7794,     -36.1
 2016-11-13,      8020,     -38.1
 2016-11-13,      9160,     -48.3
 2016-11-13,      9631,     -52.7
 2016-11-13,      9960,       -55
 2016-11-13,     10106,     -56.1
 2016-11-13,     10205,     -55.9
 2016-11-13,     10330,     -57.1
 2016-11-13,     10406,     -57.5
 2016-11-13,     11103,     -61.1
 2016-11-13,     11218,     -61.7
 2016-11-13,     11730,     -56.3
 2016-11-13,     12089,     -53.9
 2016-11-13,     13103,     -56.7
 2016-11-13,     13550,     -57.9
 2016-11-13,     14076,       -59
 2016-11-13,     14957,     -60.9
 2016-11-13,     15063,     -60.3
 2016-11-13,     15506,     -57.8
 2016-11-13,     15622,     -57.1
 2016-11-13,     15801,     -57.8
 2016-11-13,     16110,     -59.1
 2016-11-13,     16764,     -59.3
 2016-11-13,     17069,     -59.5
 2016-11-13,     17678,     -59.7
 2016-11-13,     18330,     -59.9
 2016-11-13,     18593,     -61.1
 2016-11-13,     19129,     -63.7
 2016-11-13,     19202,     -63.4
 2016-11-13,     19507,     -62.3
 2016-11-13,     19812,     -61.2
 2016-11-13,     20410,     -59.1
 2016-11-13,     20422,     -59.1
 2016-11-13,     21031,     -61.6
 2016-11-13,     22250,     -66.5
 2016-11-13,     22345,     -66.9
 2016-11-13,     22555,     -66.1
 2016-11-13,     22860,     -64.9
 2016-11-13,     23470,     -62.5
 2016-11-13,     23570,     -62.1
 2016-11-13,     24994,     -60.4
 2016-11-13,     26120,     -59.1
 2016-11-13,     26912,     -64.1
 2016-11-14,       595,       2.4
 2016-11-14,       775,      -0.1
 2016-11-14,       875,      -1.5
 2016-11-14,      1013,      -2.7
 2016-11-14,      1279,      -5.1
 2016-11-14,      1542,      -5.9
 2016-11-14,      1908,      -7.9
 2016-11-14,      2024,      -7.1
 2016-11-14,      2113,      -4.1
 2016-11-14,      2133,      -4.2
 2016-11-14,      2335,      -4.7
 2016-11-14,      2574,      -5.3
 2016-11-14,      2983,      -6.1
 2016-11-14,      3028,      -6.3
 2016-11-14,      3061,      -6.3
 2016-11-14,      3072,      -6.3
 2016-11-14,      3310,      -7.7
 2016-11-14,      4050,     -12.3
 2016-11-14,      4139,     -12.9
 2016-11-14,      4214,     -13.1
 2016-11-14,      4316,     -11.7
 2016-11-14,      4394,     -12.1
 2016-11-14,      4834,     -14.1
 2016-11-14,      5454,     -19.7
 2016-11-14,      5483,     -19.1
 2016-11-14,      5630,     -20.1
 2016-11-14,      6552,       -27
 2016-11-14,      7240,     -32.1
 2016-11-14,      8054,     -38.1
 2016-11-14,      8885,     -45.5
 2016-11-14,      9210,     -47.5
 2016-11-14,      9343,     -48.5
 2016-11-14,      9826,     -52.3
 2016-11-14,     10390,     -55.5
 2016-11-14,     10883,     -58.4
 2016-11-14,     11538,     -62.3
 2016-11-14,     11749,     -59.9
 2016-11-14,     11780,     -59.5
 2016-11-14,     12270,     -56.9
 2016-11-14,     12996,     -56.5
 2016-11-14,     13516,     -56.1
 2016-11-14,     13558,     -56.1
 2016-11-14,     13600,     -56.1
 2016-11-14,     13769,     -56.4
 2016-11-14,     14214,     -57.3
 2016-11-14,     14643,     -58.1
 2016-11-14,     14894,     -58.6
 2016-11-14,     15103,     -59.1
 2016-11-14,     15210,     -59.3
 2016-11-14,     15716,     -60.3
 2016-11-14,     15955,     -60.7
 2016-11-14,     16140,     -61.1
 2016-11-14,     16459,     -61.5
 2016-11-14,     17069,     -62.2
 2016-11-14,     17983,     -63.3
 2016-11-14,     18288,     -63.6
 2016-11-14,     18340,     -63.7
 2016-11-14,     18593,     -63.9
 2016-11-14,     18898,     -64.2
 2016-11-14,     20117,     -65.2
 2016-11-14,     20400,     -65.5
 2016-11-14,     20726,     -65.6
 2016-11-14,     21641,     -65.9
 2016-11-14,     22250,     -66.1
 2016-11-14,     22860,     -66.3
 2016-11-14,     23520,     -66.5
 2016-11-14,     24689,     -65.4
 2016-11-14,     24994,     -65.1
 2016-11-14,     25603,     -64.5
 2016-11-14,     25929,     -64.2
 2016-11-14,     25990,     -64.1
 2016-11-15,       595,       0.8
 2016-11-15,       893,      -2.9
 2016-11-15,      1294,      -6.9
 2016-11-15,      1555,      -8.5
 2016-11-15,      1832,     -10.4
 2016-11-15,      1908,     -10.9
 2016-11-15,      1927,     -10.7
 2016-11-15,      1956,      -8.1
 2016-11-15,      1975,      -8.1
 2016-11-15,      2092,      -7.3
 2016-11-15,      2151,        -7
 2016-11-15,      2393,      -5.7
 2016-11-15,      2823,      -8.9
 2016-11-15,      3062,      -9.7
 2016-11-15,      3285,     -10.5
 2016-11-15,      3690,     -12.7
 2016-11-15,      3845,     -13.4
 2016-11-15,      4015,     -14.1
 2016-11-15,      4390,       -17
 2016-11-15,      4403,     -17.1
 2016-11-15,      4558,     -18.1
 2016-11-15,      4597,     -18.1
 2016-11-15,      4662,     -18.4
 2016-11-15,      4956,     -19.9
 2016-11-15,      5038,     -20.1
 2016-11-15,      5590,     -24.5
 2016-11-15,      5678,     -25.1
 2016-11-15,      6283,     -30.5
 2016-11-15,      6473,     -31.7
 2016-11-15,      6553,     -32.1
 2016-11-15,      6865,     -34.7
 2016-11-15,      7170,     -37.1
 2016-11-15,      7205,     -37.1
 2016-11-15,      7779,     -42.1
 2016-11-15,      8427,     -46.4
 2016-11-15,      9100,     -50.9
 2016-11-15,      9165,     -51.1
 2016-11-15,      9410,     -51.6
 2016-11-15,      9759,     -52.3
 2016-11-15,      9807,     -52.4
 2016-11-15,     10280,     -53.1
 2016-11-15,     10847,     -53.1
 2016-11-15,     10932,     -53.1
 2016-11-15,     11375,     -53.3
 2016-11-15,     11720,     -53.5
 2016-11-15,     12151,     -53.7
 2016-11-15,     12504,     -53.8
 2016-11-15,     12726,     -53.9
 2016-11-15,     12915,     -54.6
 2016-11-15,     13189,     -55.7
 2016-11-15,     13560,     -57.1
 2016-11-15,     13602,     -57.1
 2016-11-15,     14039,     -57.7
 2016-11-15,     14707,     -58.6
 2016-11-15,     14964,     -58.9
 2016-11-15,     16048,     -60.3
 2016-11-15,     16110,     -60.3
 2016-11-15,     16621,     -62.9
 2016-11-15,     17069,     -63.2
 2016-11-15,     17678,     -63.6
 2016-11-15,     18310,     -64.1
 2016-11-16,       595,         3
 2016-11-16,       628,       1.4
 2016-11-16,       845,      -0.1
 2016-11-16,      1072,      -2.3
 2016-11-16,      1343,      -0.5
 2016-11-16,      1519,      -1.7
 2016-11-16,      2311,      -5.1
 2016-11-16,      2413,      -5.1
 2016-11-16,      2497,      -5.1
 2016-11-16,      2612,      -5.3
 2016-11-16,      2774,      -3.9
 2016-11-16,      2883,      -4.5
 2016-11-16,      2972,      -4.5
 2016-11-16,      3050,      -4.9
 2016-11-16,      3175,      -5.5
 2016-11-16,      3232,      -5.7
 2016-11-16,      3847,      -9.6
 2016-11-16,      3997,     -10.5
 2016-11-16,      5541,     -17.9
 2016-11-16,      5630,     -18.3
 2016-11-16,      5766,     -18.8
 2016-11-16,      5796,     -18.9
 2016-11-16,      6427,     -23.5
 2016-11-16,      7260,     -30.9
 2016-11-16,      7546,     -33.5
 2016-11-16,      7863,     -36.3
 2016-11-16,      7977,     -36.5
 2016-11-16,      8861,       -44
 2016-11-16,      8969,     -44.9
 2016-11-16,      9230,     -46.7
 2016-11-16,      9274,       -47
 2016-11-16,     10062,     -52.9
 2016-11-16,     10410,     -55.9
 2016-11-16,     10854,     -59.3
 2016-11-16,     10908,     -59.7
 2016-11-16,     11648,     -63.1
 2016-11-16,     11800,     -62.7
 2016-11-16,     11831,     -62.4
 2016-11-16,     12184,     -58.7
 2016-11-16,     12319,       -58
 2016-11-16,     12598,     -56.7
 2016-11-16,     12670,     -56.9
 2016-11-16,     12815,     -57.4
 2016-11-16,     13079,     -58.2
 2016-11-16,     13354,     -59.1
 2016-11-16,     13600,     -59.9
 2016-11-16,     13768,     -60.5
 2016-11-16,     13940,     -61.1
 2016-11-16,     14162,     -61.9
 2016-11-16,     14681,     -63.7
 2016-11-16,     15189,     -63.8
 2016-11-16,     15628,       -64
 2016-11-16,     15978,     -64.1
 2016-11-16,     16100,     -64.1
 2016-11-16,     17069,     -64.4
 2016-11-16,     17678,     -64.5
 2016-11-16,     17983,     -64.6
 2016-11-16,     18280,     -64.7
 2016-11-17,       595,         9
 2016-11-17,       824,         6
 2016-11-17,       868,       5.4
 2016-11-17,      1003,       7.6
 2016-11-17,      1104,       7.6
 2016-11-17,      1365,       5.7
 2016-11-17,      1518,       4.6
 2016-11-17,      1683,       3.6
 2016-11-17,      2508,      -0.5
 2016-11-17,      2583,      -0.9
 2016-11-17,      2812,      -1.2
 2016-11-17,      2845,      -1.3
 2016-11-17,      3080,      -3.5
 2016-11-17,      3148,        -4
 2016-11-17,      3182,      -4.3
 2016-11-17,      3216,      -4.3
 2016-11-17,      3309,      -3.3
 2016-11-17,      3320,      -3.2
 2016-11-17,      3344,      -3.1
 2016-11-17,      3519,      -4.2
 2016-11-17,      3687,      -5.2
 2016-11-17,      4008,      -7.1
 2016-11-17,      4147,      -7.7
 2016-11-17,      4655,     -11.9
 2016-11-17,      4708,     -12.3
 2016-11-17,      4939,     -13.9
 2016-11-17,      5362,     -16.9
 2016-11-17,      5391,     -17.1
 2016-11-17,      5625,     -18.3
 2016-11-17,      5670,     -18.7
 2016-11-17,      6096,     -21.9
 2016-11-17,      6175,     -22.5
 2016-11-17,      6363,     -24.1
 2016-11-17,      7115,     -30.3
 2016-11-17,      7290,     -31.5
 2016-11-17,      8123,     -37.7
 2016-11-17,      8380,     -39.5
 2016-11-17,      8872,     -44.1
 2016-11-17,      9107,     -46.1
 2016-11-17,      9260,     -47.5
 2016-11-17,      9948,     -53.7
 2016-11-17,     10440,     -57.3
 2016-11-17,     10516,     -57.8
 2016-11-17,     10697,     -58.9
 2016-11-17,     11126,     -61.1
 2016-11-17,     11498,     -63.1
 2016-11-17,     11676,     -60.9
 2016-11-17,     11830,     -60.1
 2016-11-17,     12383,     -58.9
 2016-11-17,     13416,     -60.6
 2016-11-17,     13620,     -60.9
 2016-11-17,     14179,     -61.6
 2016-11-17,     14550,     -62.1
 2016-11-17,     14844,     -62.5
 2016-11-17,     15152,     -62.9
 2016-11-17,     15366,     -63.1
 2016-11-17,     15819,     -63.7
 2016-11-17,     16120,     -64.1
 2016-11-17,     16764,     -64.8
 2016-11-17,     17069,     -65.1
 2016-11-17,     17678,     -65.7
 2016-11-17,     18290,     -66.3
 2016-11-17,     18593,     -66.3
 2016-11-17,     18898,     -66.4
 2016-11-17,     19507,     -66.4
 2016-11-17,     19812,     -66.5
 2016-11-17,     20117,     -66.5
 2016-11-17,     20330,     -66.5
 2016-11-17,     20422,     -66.4
 2016-11-17,     21031,       -66
 2016-11-17,     21336,     -65.8
 2016-11-17,     21641,     -65.6
 2016-11-17,     22250,     -65.1
 2016-11-17,     23165,     -64.5
 2016-11-17,     23440,     -64.3
 2016-11-18,       595,      11.4
 2016-11-18,       849,       7.8
 2016-11-18,       894,       7.4
 2016-11-18,       939,         9
 2016-11-18,      1404,       9.2
 2016-11-18,      1548,       7.8
 2016-11-18,      2623,         1
 2016-11-18,      3123,      -0.3
 2016-11-18,      3366,      -2.3
 2016-11-18,      3424,      -1.7
 2016-11-18,      4007,      -5.7
 2016-11-18,      4666,     -10.7
 2016-11-18,      4883,     -10.5
 2016-11-18,      5700,     -16.1
 2016-11-18,      5730,     -16.3
 2016-11-18,      6545,     -23.3
 2016-11-18,      6730,     -24.9
 2016-11-18,      6813,     -25.4
 2016-11-18,      7105,     -26.9
 2016-11-18,      7370,     -29.3
 2016-11-18,      8208,     -36.1
 2016-11-18,      9350,     -45.9
 2016-11-18,      9644,     -48.3
 2016-11-18,     10313,     -53.7
 2016-11-18,     10413,     -54.5
 2016-11-18,     10540,     -55.5
 2016-11-18,     10640,     -56.2
 2016-11-18,     11112,     -59.7
 2016-11-18,     11623,     -63.5
 2016-11-18,     11920,     -64.5
 2016-11-18,     11951,     -64.7
 2016-11-18,     12109,     -57.5
 2016-11-18,     12440,     -59.9
 2016-11-18,     12682,     -61.7
 2016-11-18,     12718,     -61.4
 2016-11-18,     13159,     -58.1
 2016-11-18,     13236,     -57.5
 2016-11-18,     13720,     -59.1
 2016-11-18,     14610,     -64.7
 2016-11-18,     15685,     -66.6
 2016-11-18,     16210,     -67.5
 2016-11-18,     16337,     -68.1
 2016-11-18,     17069,     -67.8
 2016-11-18,     17983,     -67.5
 2016-11-18,     18288,     -67.3
 2016-11-18,     18350,     -67.3
 2016-11-18,     18898,     -67.2
 2016-11-18,     19202,     -67.1
 2016-11-18,     19507,     -67.1
 2016-11-18,     19812,       -67
 2016-11-18,     20370,     -66.9
 2016-11-18,     20422,     -66.8
 2016-11-18,     20726,     -66.5
 2016-11-18,     21031,     -66.1
 2016-11-18,     21336,     -65.7
 2016-11-18,     21641,     -65.3
 2016-11-18,     21946,       -65
 2016-11-18,     22250,     -64.6
 2016-11-18,     22555,     -64.2
 2016-11-18,     22860,     -63.9
 2016-11-18,     23490,     -63.1
 2016-11-18,     24079,       -62
 2016-11-18,     24689,     -60.9
 2016-11-18,     25298,     -59.8
 2016-11-18,     26010,     -58.5
 2016-11-19,       595,        12
 2016-11-19,       851,       9.2
 2016-11-19,      1282,         7
 2016-11-19,      1329,       7.8
 2016-11-19,      1549,       7.4
 2016-11-19,      2294,       4.8
 2016-11-19,      2475,       4.2
 2016-11-19,      3128,         0
 2016-11-19,      3654,      -3.9
 2016-11-19,      4013,      -6.5
 2016-11-19,      4912,     -12.7
 2016-11-19,      5165,     -14.5
 2016-11-19,      5730,     -18.5
 2016-11-19,      5775,     -18.7
 2016-11-19,      5850,     -19.3
 2016-11-19,      6235,     -22.2
 2016-11-19,      6251,     -22.3
 2016-11-19,      7068,     -29.3
 2016-11-19,      7350,     -31.7
 2016-11-19,      7402,     -32.1
 2016-11-19,      7798,     -35.3
 2016-11-19,      8004,       -37
 2016-11-19,      8580,     -41.7
 2016-11-19,      8783,     -43.3
 2016-11-19,      9320,     -47.5
 2016-11-19,      9342,     -47.7
 2016-11-19,      9770,     -50.5
 2016-11-19,     10008,     -52.1
 2016-11-19,     10500,     -56.3
 2016-11-19,     10627,     -57.3
 2016-11-19,     11081,     -60.7
 2016-11-19,     11163,     -61.1
 2016-11-19,     11219,     -61.3
 2016-11-19,     11304,     -60.9
 2016-11-19,     11389,     -60.4
 2016-11-19,     11565,     -59.5
 2016-11-19,     11900,     -60.1
 2016-11-19,     11931,       -60
 2016-11-19,     12122,     -59.5
 2016-11-19,     12286,     -58.9
 2016-11-19,     12454,     -59.2
 2016-11-19,     13486,     -61.1
 2016-11-19,     13690,     -61.5
 2016-11-19,     13985,     -62.1
 2016-11-19,     14249,     -62.6
 2016-11-19,     14863,     -63.9
 2016-11-19,     14963,     -63.1
 2016-11-19,     15117,     -61.9
 2016-11-19,     15433,     -63.4
 2016-11-19,     16001,     -66.1
 2016-11-19,     16180,     -66.3
 2016-11-19,     16764,       -66
 2016-11-19,     17069,     -65.9
 2016-11-19,     17678,     -65.6
 2016-11-19,     17983,     -65.5
 2016-11-19,     18288,     -65.3
 2016-11-19,     18350,     -65.3
 2016-11-19,     18593,     -65.2
 2016-11-19,     18898,     -65.2
 2016-11-19,     19202,     -65.1
 2016-11-19,     19507,     -65.1
 2016-11-19,     20400,     -64.9
 2016-11-19,     20422,     -64.9
 2016-11-19,     21336,     -63.8
 2016-11-19,     21641,     -63.4
 2016-11-19,     21946,       -63
 2016-11-19,     22250,     -62.6
 2016-11-19,     22860,     -61.9
 2016-11-19,     23530,     -61.1
 2016-11-19,     24079,     -58.8
 2016-11-19,     24994,       -55
 2016-11-19,     25298,     -53.7
 2016-11-19,     25603,     -52.4
 2016-11-19,     26110,     -50.3
 2016-11-20,       595,        10
 2016-11-20,       845,         7
 2016-11-20,      1107,       8.4
 2016-11-20,      1541,         7
 2016-11-20,      1766,       6.6
 2016-11-20,      1957,         7
 2016-11-20,      1978,         7
 2016-11-20,      2120,       6.1
 2016-11-20,      2747,       2.3
 2016-11-20,      3121,         0
 2016-11-20,      3306,        -1
 2016-11-20,      3388,      -1.5
 2016-11-20,      4094,      -7.1
 2016-11-20,      4440,      -9.9
 2016-11-20,      4532,     -10.7
 2016-11-20,      4624,     -11.3
 2016-11-20,      4664,     -11.5
 2016-11-20,      4785,     -12.5
 2016-11-20,      4990,     -14.1
 2016-11-20,      5720,     -19.9
 2016-11-20,      5750,     -20.2
 2016-11-20,      5765,     -20.3
 2016-11-20,      6114,     -23.3
 2016-11-20,      6145,     -23.3
 2016-11-20,      6254,     -23.5
 2016-11-20,      6768,     -26.9
 2016-11-20,      7340,     -30.7
 2016-11-20,      7610,     -32.6
 2016-11-20,      7646,     -32.9
 2016-11-20,      8478,     -40.1
 2016-11-20,      8870,     -43.5
 2016-11-20,      9310,     -47.3
 2016-11-20,      9578,     -49.5
 2016-11-20,      9646,     -50.1
 2016-11-20,      9853,     -51.4
 2016-11-20,     10091,     -52.9
 2016-11-20,     10312,     -54.4
 2016-11-20,     10464,     -55.3
 2016-11-20,     10490,     -55.5
 2016-11-20,     10541,     -55.7
 2016-11-20,     10671,     -56.1
 2016-11-20,     11302,     -56.2
 2016-11-20,     11568,     -56.3
 2016-11-20,     11690,     -55.3
 2016-11-20,     11910,     -53.5
 2016-11-20,     12266,     -55.3
 2016-11-20,     13197,     -59.9
 2016-11-20,     13554,     -61.7
 2016-11-20,     13720,     -62.5
 2016-11-20,     14096,     -64.1
 2016-11-20,     14361,     -65.2
 2016-11-20,     14544,     -65.9
 2016-11-20,     14732,     -66.7
 2016-11-20,     14878,     -67.3
 2016-11-20,     15127,     -66.5
 2016-11-20,     15602,     -64.9
 2016-11-20,     15657,     -64.7
 2016-11-20,     15713,     -64.9
 2016-11-20,     16180,     -66.3
 2016-11-20,     16764,     -65.7
 2016-11-20,     17678,     -64.8
 2016-11-20,     18350,     -64.1
 2016-11-20,     18593,     -63.8
 2016-11-20,     19202,     -63.2
 2016-11-20,     20420,     -61.9
